asset_code,source_turbine,started_at,ended_at,duration,source_status,severity,source_code,event_code,message,iec_category,external_event_id
PEN-T01,01,2023-02-06T02:45:31.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-06T02:45:31.000Z:100180
PEN-T01,01,2023-02-06T02:46:50.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-06T02:46:50.000Z:100190
PEN-T01,01,2023-02-06T02:47:01.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-06T02:47:01.000Z:100200
PEN-T01,01,2023-02-06T02:47:31.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-06T02:47:31.000Z:100210
PEN-T01,01,2023-02-06T03:59:36.000Z,2023-02-06T04:00:24.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-06T03:59:36.000Z:10
PEN-T01,01,2023-02-06T03:59:36.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-06T03:59:36.000Z:100070
PEN-T01,01,2023-02-06T04:00:24.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-06T04:00:24.000Z:100130
PEN-T01,01,2023-02-06T04:46:30.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-06T04:46:30.000Z:100180
PEN-T01,01,2023-02-06T04:48:27.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-06T04:48:27.000Z:100190
PEN-T01,01,2023-02-06T04:48:38.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-06T04:48:38.000Z:100200
PEN-T01,01,2023-02-06T04:49:08.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-06T04:49:08.000Z:100210
PEN-T01,01,2023-02-06T06:34:13.000Z,2023-02-06T06:35:01.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-06T06:34:13.000Z:10
PEN-T01,01,2023-02-06T06:34:13.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-06T06:34:13.000Z:100070
PEN-T01,01,2023-02-06T06:35:01.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-06T06:35:01.000Z:100130
PEN-T01,01,2023-02-06T06:53:47.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-06T06:53:47.000Z:100180
PEN-T01,01,2023-02-06T06:55:13.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-06T06:55:13.000Z:100190
PEN-T01,01,2023-02-06T06:55:24.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-06T06:55:24.000Z:100200
PEN-T01,01,2023-02-06T06:55:54.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-06T06:55:54.000Z:100210
PEN-T01,01,2023-02-06T07:12:03.000Z,2023-02-06T07:12:51.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-06T07:12:03.000Z:10
PEN-T01,01,2023-02-06T07:12:03.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-06T07:12:03.000Z:100070
PEN-T01,01,2023-02-06T07:12:51.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-06T07:12:51.000Z:100130
PEN-T01,01,2023-02-06T07:19:42.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-06T07:19:42.000Z:100180
PEN-T01,01,2023-02-06T07:21:07.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-06T07:21:07.000Z:100190
PEN-T01,01,2023-02-06T07:21:17.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-06T07:21:17.000Z:100200
PEN-T01,01,2023-02-06T07:21:47.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-06T07:21:47.000Z:100210
PEN-T01,01,2023-02-07T16:31:35.000Z,2023-02-07T16:32:22.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-07T16:31:35.000Z:10
PEN-T01,01,2023-02-07T16:31:35.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-07T16:31:35.000Z:100070
PEN-T01,01,2023-02-07T16:32:22.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-07T16:32:22.000Z:100130
PEN-T01,01,2023-02-07T19:01:44.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-07T19:01:44.000Z:100180
PEN-T01,01,2023-02-07T19:03:04.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-07T19:03:04.000Z:100190
PEN-T01,01,2023-02-07T19:03:15.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-07T19:03:15.000Z:100200
PEN-T01,01,2023-02-07T19:03:45.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-07T19:03:45.000Z:100210
PEN-T01,01,2023-02-07T21:54:37.000Z,2023-02-07T21:55:25.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-07T21:54:37.000Z:10
PEN-T01,01,2023-02-07T21:54:37.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-07T21:54:37.000Z:100070
PEN-T01,01,2023-02-07T21:55:25.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-07T21:55:25.000Z:100130
PEN-T01,01,2023-02-07T22:16:39.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-07T22:16:39.000Z:100180
PEN-T01,01,2023-02-07T22:18:00.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-07T22:18:00.000Z:100190
PEN-T01,01,2023-02-07T22:18:11.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-07T22:18:11.000Z:100200
PEN-T01,01,2023-02-07T22:18:41.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-07T22:18:41.000Z:100210
PEN-T01,01,2023-02-09T08:37:00.000Z,2023-02-09T08:54:28.000Z,00:17:28,Stop,warning,20,PEN-20,"Manual stop - on site",Scheduled Maintenance,01:2023-02-09T08:37:00.000Z:20
PEN-T01,01,2023-02-09T08:37:00.000Z,,,Informational,info,100050,PEN-100050,"Brake program 60",Technical Standby,01:2023-02-09T08:37:00.000Z:100050
PEN-T01,01,2023-02-09T08:54:28.000Z,,,Informational,info,100110,PEN-100110,"Bypass limit switches",Full Performance,01:2023-02-09T08:54:28.000Z:100110
PEN-T01,01,2023-02-09T08:54:33.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-09T08:54:33.000Z:100130
PEN-T01,01,2023-02-09T08:54:36.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-09T08:54:36.000Z:100180
PEN-T01,01,2023-02-09T08:56:31.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-09T08:56:31.000Z:100190
PEN-T01,01,2023-02-09T08:56:42.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-09T08:56:42.000Z:100200
PEN-T01,01,2023-02-09T08:57:12.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-09T08:57:12.000Z:100210
PEN-T01,01,2023-02-09T08:58:38.000Z,2023-02-09T08:59:50.000Z,00:01:12,Stop,warning,20,PEN-20,"Manual stop - on site",Scheduled Maintenance,01:2023-02-09T08:58:38.000Z:20
PEN-T01,01,2023-02-09T08:58:38.000Z,,,Informational,info,100050,PEN-100050,"Brake program 60",Technical Standby,01:2023-02-09T08:58:38.000Z:100050
PEN-T01,01,2023-02-09T08:59:50.000Z,,,Informational,info,100110,PEN-100110,"Bypass limit switches",Full Performance,01:2023-02-09T08:59:50.000Z:100110
PEN-T01,01,2023-02-09T08:59:55.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-09T08:59:55.000Z:100130
PEN-T01,01,2023-02-09T08:59:57.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-09T08:59:57.000Z:100180
PEN-T01,01,2023-02-09T09:01:58.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-09T09:01:58.000Z:100190
PEN-T01,01,2023-02-09T09:02:09.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-09T09:02:09.000Z:100200
PEN-T01,01,2023-02-09T09:02:39.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-09T09:02:39.000Z:100210
PEN-T01,01,2023-02-09T09:04:06.000Z,2023-02-09T09:04:47.000Z,00:00:41,Stop,warning,20,PEN-20,"Manual stop - on site",Scheduled Maintenance,01:2023-02-09T09:04:06.000Z:20
PEN-T01,01,2023-02-09T09:04:06.000Z,,,Informational,info,100050,PEN-100050,"Brake program 60",Technical Standby,01:2023-02-09T09:04:06.000Z:100050
PEN-T01,01,2023-02-09T09:04:47.000Z,,,Informational,info,100110,PEN-100110,"Bypass limit switches",Full Performance,01:2023-02-09T09:04:47.000Z:100110
PEN-T01,01,2023-02-09T09:04:52.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-09T09:04:52.000Z:100130
PEN-T01,01,2023-02-09T09:04:54.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-09T09:04:54.000Z:100180
PEN-T01,01,2023-02-09T09:07:05.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-09T09:07:05.000Z:100190
PEN-T01,01,2023-02-09T09:07:16.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-09T09:07:16.000Z:100200
PEN-T01,01,2023-02-09T09:07:46.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-09T09:07:46.000Z:100210
PEN-T01,01,2023-02-09T09:08:54.000Z,2023-02-09T09:10:19.000Z,00:01:25,Stop,warning,20,PEN-20,"Manual stop - on site",Scheduled Maintenance,01:2023-02-09T09:08:54.000Z:20
PEN-T01,01,2023-02-09T09:08:54.000Z,,,Informational,info,100050,PEN-100050,"Brake program 60",Technical Standby,01:2023-02-09T09:08:54.000Z:100050
PEN-T01,01,2023-02-09T09:10:19.000Z,,,Informational,info,100110,PEN-100110,"Bypass limit switches",Full Performance,01:2023-02-09T09:10:19.000Z:100110
PEN-T01,01,2023-02-09T09:10:24.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-09T09:10:24.000Z:100130
PEN-T01,01,2023-02-09T09:10:26.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-09T09:10:26.000Z:100180
PEN-T01,01,2023-02-09T09:12:10.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-09T09:12:10.000Z:100190
PEN-T01,01,2023-02-09T09:12:21.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-09T09:12:21.000Z:100200
PEN-T01,01,2023-02-09T09:12:51.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-09T09:12:51.000Z:100210
PEN-T01,01,2023-02-10T02:39:43.000Z,2023-02-10T02:40:30.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-10T02:39:43.000Z:10
PEN-T01,01,2023-02-10T02:39:43.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-10T02:39:43.000Z:100070
PEN-T01,01,2023-02-10T02:40:30.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-10T02:40:30.000Z:100130
PEN-T01,01,2023-02-10T02:47:13.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-10T02:47:13.000Z:100180
PEN-T01,01,2023-02-10T02:48:12.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-10T02:48:12.000Z:100190
PEN-T01,01,2023-02-10T02:48:23.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-10T02:48:23.000Z:100200
PEN-T01,01,2023-02-10T02:48:53.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-10T02:48:53.000Z:100210
PEN-T01,01,2023-02-11T08:08:02.000Z,2023-02-11T08:10:20.000Z,00:02:18,Stop,warning,710,PEN-710,"Battery test",Technical Standby,01:2023-02-11T08:08:02.000Z:710
PEN-T01,01,2023-02-11T08:08:02.000Z,,,Informational,info,100030,PEN-100030,"Brake program 180",Technical Standby,01:2023-02-11T08:08:02.000Z:100030
PEN-T01,01,2023-02-11T08:10:20.000Z,,,Informational,info,100110,PEN-100110,"Bypass limit switches",Full Performance,01:2023-02-11T08:10:20.000Z:100110
PEN-T01,01,2023-02-11T08:10:24.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-11T08:10:24.000Z:100130
PEN-T01,01,2023-02-11T08:12:27.000Z,,,Informational,info,100140,PEN-100140,"System test 1",Technical Standby,01:2023-02-11T08:12:27.000Z:100140
PEN-T01,01,2023-02-11T08:12:35.000Z,,,Informational,info,100150,PEN-100150,"System test 2",Technical Standby,01:2023-02-11T08:12:35.000Z:100150
PEN-T01,01,2023-02-11T08:12:50.000Z,,,Informational,info,100160,PEN-100160,"System test 3",Technical Standby,01:2023-02-11T08:12:50.000Z:100160
PEN-T01,01,2023-02-11T08:13:05.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-11T08:13:05.000Z:100180
PEN-T01,01,2023-02-11T08:15:08.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-11T08:15:08.000Z:100190
PEN-T01,01,2023-02-11T08:15:19.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-11T08:15:19.000Z:100200
PEN-T01,01,2023-02-11T08:15:49.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-11T08:15:49.000Z:100210
PEN-T01,01,2023-02-11T08:26:38.000Z,2023-02-11T08:27:26.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-11T08:26:38.000Z:10
PEN-T01,01,2023-02-11T08:26:38.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-11T08:26:38.000Z:100070
PEN-T01,01,2023-02-11T08:27:26.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-11T08:27:26.000Z:100130
PEN-T01,01,2023-02-11T08:30:54.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-11T08:30:54.000Z:100180
PEN-T01,01,2023-02-11T08:32:16.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-11T08:32:16.000Z:100190
PEN-T01,01,2023-02-11T08:32:27.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-11T08:32:27.000Z:100200
PEN-T01,01,2023-02-11T08:32:57.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-11T08:32:57.000Z:100210
PEN-T01,01,2023-02-11T18:46:42.000Z,2023-02-11T18:47:29.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-11T18:46:42.000Z:10
PEN-T01,01,2023-02-11T18:46:42.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-11T18:46:42.000Z:100070
PEN-T01,01,2023-02-11T18:47:29.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-11T18:47:29.000Z:100130
PEN-T01,01,2023-02-11T18:51:09.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-11T18:51:09.000Z:100180
PEN-T01,01,2023-02-11T18:52:28.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-11T18:52:28.000Z:100190
PEN-T01,01,2023-02-11T18:52:39.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-11T18:52:39.000Z:100200
PEN-T01,01,2023-02-11T18:53:09.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-11T18:53:09.000Z:100210
PEN-T01,01,2023-02-11T20:13:35.000Z,2023-02-11T20:14:23.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-11T20:13:35.000Z:10
PEN-T01,01,2023-02-11T20:13:35.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-11T20:13:35.000Z:100070
PEN-T01,01,2023-02-11T20:14:23.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-11T20:14:23.000Z:100130
PEN-T01,01,2023-02-11T20:20:39.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-11T20:20:39.000Z:100180
PEN-T01,01,2023-02-11T20:22:03.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-11T20:22:03.000Z:100190
PEN-T01,01,2023-02-11T20:22:14.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-11T20:22:14.000Z:100200
PEN-T01,01,2023-02-11T20:22:44.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-11T20:22:44.000Z:100210
PEN-T01,01,2023-02-11T20:23:10.000Z,2023-02-11T20:23:58.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-11T20:23:10.000Z:10
PEN-T01,01,2023-02-11T20:23:10.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-11T20:23:10.000Z:100070
PEN-T01,01,2023-02-11T20:23:58.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-11T20:23:58.000Z:100130
PEN-T01,01,2023-02-11T20:27:41.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-11T20:27:41.000Z:100180
PEN-T01,01,2023-02-11T20:28:38.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-11T20:28:38.000Z:100190
PEN-T01,01,2023-02-11T20:28:49.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-11T20:28:49.000Z:100200
PEN-T01,01,2023-02-11T20:29:19.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-11T20:29:19.000Z:100210
PEN-T01,01,2023-02-13T02:38:55.000Z,2023-02-13T02:39:43.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-13T02:38:55.000Z:10
PEN-T01,01,2023-02-13T02:38:55.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-13T02:38:55.000Z:100070
PEN-T01,01,2023-02-13T02:39:43.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-13T02:39:43.000Z:100130
PEN-T01,01,2023-02-13T03:31:23.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-13T03:31:23.000Z:100180
PEN-T01,01,2023-02-13T03:33:31.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-13T03:33:31.000Z:100190
PEN-T01,01,2023-02-13T03:33:42.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-13T03:33:42.000Z:100200
PEN-T01,01,2023-02-13T03:34:12.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-13T03:34:12.000Z:100210
PEN-T01,01,2023-02-13T05:13:13.000Z,2023-02-13T05:14:01.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-13T05:13:13.000Z:10
PEN-T01,01,2023-02-13T05:13:13.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-13T05:13:13.000Z:100070
PEN-T01,01,2023-02-13T05:14:01.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-13T05:14:01.000Z:100130
PEN-T01,01,2023-02-13T05:26:28.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-13T05:26:28.000Z:100180
PEN-T01,01,2023-02-13T05:27:55.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-13T05:27:55.000Z:100190
PEN-T01,01,2023-02-13T05:28:06.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-13T05:28:06.000Z:100200
PEN-T01,01,2023-02-13T05:28:36.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-13T05:28:36.000Z:100210
PEN-T01,01,2023-02-13T11:50:20.000Z,2023-02-13T11:51:07.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-13T11:50:20.000Z:10
PEN-T01,01,2023-02-13T11:50:20.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-13T11:50:20.000Z:100070
PEN-T01,01,2023-02-13T11:51:07.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-13T11:51:07.000Z:100130
PEN-T01,01,2023-02-13T12:34:54.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-13T12:34:54.000Z:100180
PEN-T01,01,2023-02-13T12:36:51.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-13T12:36:51.000Z:100190
PEN-T01,01,2023-02-13T12:37:02.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-13T12:37:02.000Z:100200
PEN-T01,01,2023-02-13T12:37:32.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-13T12:37:32.000Z:100210
PEN-T01,01,2023-02-13T12:37:44.000Z,2023-02-13T12:38:31.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-13T12:37:44.000Z:10
PEN-T01,01,2023-02-13T12:37:44.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-13T12:37:44.000Z:100070
PEN-T01,01,2023-02-13T12:38:31.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-13T12:38:31.000Z:100130
PEN-T01,01,2023-02-13T12:45:50.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-13T12:45:50.000Z:100180
PEN-T01,01,2023-02-13T12:47:40.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-13T12:47:40.000Z:100190
PEN-T01,01,2023-02-13T12:47:51.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-13T12:47:51.000Z:100200
PEN-T01,01,2023-02-13T12:48:21.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-13T12:48:21.000Z:100210
PEN-T01,01,2023-02-13T13:49:15.000Z,2023-02-13T13:50:02.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-13T13:49:15.000Z:10
PEN-T01,01,2023-02-13T13:49:15.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-13T13:49:15.000Z:100070
PEN-T01,01,2023-02-13T13:50:02.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-13T13:50:02.000Z:100130
PEN-T01,01,2023-02-13T17:11:13.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-13T17:11:13.000Z:100180
PEN-T01,01,2023-02-13T17:13:00.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-13T17:13:00.000Z:100190
PEN-T01,01,2023-02-13T17:13:11.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-13T17:13:11.000Z:100200
PEN-T01,01,2023-02-13T17:13:41.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-13T17:13:41.000Z:100210
PEN-T01,01,2023-02-16T10:23:36.000Z,2023-02-16T10:24:23.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-16T10:23:36.000Z:10
PEN-T01,01,2023-02-16T10:23:36.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-16T10:23:36.000Z:100070
PEN-T01,01,2023-02-16T10:24:23.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-16T10:24:23.000Z:100130
PEN-T01,01,2023-02-16T10:26:45.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-16T10:26:45.000Z:100180
PEN-T01,01,2023-02-16T10:28:13.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-16T10:28:13.000Z:100190
PEN-T01,01,2023-02-16T10:28:24.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-16T10:28:24.000Z:100200
PEN-T01,01,2023-02-16T10:28:54.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-16T10:28:54.000Z:100210
PEN-T01,01,2023-02-16T10:51:58.000Z,2023-02-16T10:52:46.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-16T10:51:58.000Z:10
PEN-T01,01,2023-02-16T10:51:58.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-16T10:51:58.000Z:100070
PEN-T01,01,2023-02-16T10:52:46.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-16T10:52:46.000Z:100130
PEN-T01,01,2023-02-16T11:02:35.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-16T11:02:35.000Z:100180
PEN-T01,01,2023-02-16T11:05:03.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-16T11:05:03.000Z:100190
PEN-T01,01,2023-02-16T11:05:15.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-16T11:05:15.000Z:100200
PEN-T01,01,2023-02-16T11:05:45.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-16T11:05:45.000Z:100210
