# This file was exported by Greenbyte at 2025-08-13 10:53:20. Please see https://www.greenbyte.com for more information about Greenbyte.
#
# Turbine: Penmanshiel 02
# Turbine type: Senvion MM82 (Senvion MM82 kW)
# Time zone: UTC
# Time interval: 2023-02-01 00:00:00 - 2023-03-01 00:00:00 (28 days)
#
# Penmanshiel 02 Sum production: 570899 kWh
#
Timestamp start,Timestamp end,Duration,Status,Code,Message,Comment,Service contract category,IEC category,Global contract category,Custom contract category
2023-02-03 02:12:26,-,-,Informational,100060,Brake program 52,,,Full Performance,,
2023-02-03 02:33:32,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-03 02:35:43,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-03 02:37:27,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-03 02:37:38,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-03 02:38:08,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-03 02:44:29,2023-02-03 02:55:07,00:10:38,Stop,64,Max. wind speed,,External stop (low wind speed)  (5),Out of Environmental Specification,10 (Ext) Environmental,
2023-02-03 02:44:29,-,-,Informational,100060,Brake program 52,,,Full Performance,,
2023-02-03 02:55:07,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-03 02:57:07,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-03 02:58:43,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-03 02:58:54,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-03 02:59:24,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-03 06:25:21,2023-02-03 06:27:39,00:02:18,Stop,710,Battery test,,Operating states  (28),Technical Standby,13 (Int) Operating States,
2023-02-03 06:25:21,-,-,Informational,100030,Brake program 180,,,Technical Standby,,
2023-02-03 06:27:39,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2023-02-03 06:27:44,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-03 06:29:52,-,-,Informational,100140,System test 1,,,Technical Standby,,
2023-02-03 06:30:00,-,-,Informational,100150,System test 2,,,Technical Standby,,
2023-02-03 06:30:15,-,-,Informational,100160,System test 3,,,Technical Standby,,
2023-02-03 06:30:30,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-03 06:32:21,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-03 06:32:32,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-03 06:33:02,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-03 19:07:17,2023-02-03 19:08:05,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-03 19:07:17,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-03 19:08:05,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-03 19:21:11,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-03 19:22:27,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-03 19:22:38,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-03 19:23:08,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-03 19:49:47,2023-02-03 19:50:34,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-03 19:49:47,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-03 19:50:34,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-03 20:05:10,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-03 20:06:25,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-03 20:06:36,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-03 20:07:06,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-03 23:05:01,2023-02-03 23:05:48,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-03 23:05:01,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-03 23:05:48,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-03 23:26:55,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-03 23:28:32,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-03 23:28:43,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-03 23:29:13,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-05 07:14:35,2023-02-05 07:15:22,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-05 07:14:35,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-05 07:15:22,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-05 08:39:31,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-05 08:40:49,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-05 08:41:00,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-05 08:41:30,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-05 08:48:16,2023-02-05 08:49:04,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-05 08:48:16,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-05 08:49:04,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-05 09:42:26,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-05 09:46:47,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-05 09:46:58,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-05 09:47:28,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-05 15:52:11,2023-02-05 15:52:59,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-05 15:52:11,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-05 15:52:59,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-05 16:59:45,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-05 17:01:17,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-05 17:01:28,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-05 17:01:58,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-05 20:32:41,2023-02-05 20:33:29,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-05 20:32:41,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-05 20:33:29,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-05 20:35:39,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-05 20:37:05,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-05 20:37:16,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-05 20:37:46,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-06 03:55:18,2023-02-06 03:56:06,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-06 03:55:18,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-06 03:56:06,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-06 04:53:41,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-06 04:56:12,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-06 04:56:23,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-06 04:56:53,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-07 08:10:51,2023-02-07 08:11:38,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-07 08:10:51,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-07 08:11:38,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-07 08:17:23,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-07 08:18:39,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-07 08:18:50,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-07 08:19:20,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-07 12:44:16,2023-02-07 12:45:03,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-07 12:44:16,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-07 12:45:03,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-07 12:54:51,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-07 12:56:16,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-07 12:56:27,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-07 12:56:57,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-07 17:19:12,2023-02-07 17:19:59,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-07 17:19:12,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-07 17:19:59,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-07 18:59:54,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-07 19:01:23,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-07 19:01:34,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-07 19:02:04,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-07 21:56:30,2023-02-07 21:57:18,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-07 21:56:30,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-07 21:57:18,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-07 22:22:36,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-07 22:23:51,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-07 22:24:02,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-07 22:24:32,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-09 09:25:05,2023-02-09 09:26:23,00:01:18,Stop,20,Manual stop - on site,Tower displacement testing,Manual stop (service)  (9),Scheduled Maintenance,06 (Int) Preventative Maintenance,
2023-02-09 09:25:05,-,-,Informational,100050,Brake program 60,,,Technical Standby,,
2023-02-09 09:26:23,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2023-02-09 09:26:28,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-09 09:26:30,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-09 09:28:29,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-09 09:28:40,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-09 09:29:10,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-09 09:30:18,2023-02-09 09:31:15,00:00:57,Stop,20,Manual stop - on site,Tower displacement testing,Manual stop (service)  (9),Scheduled Maintenance,06 (Int) Preventative Maintenance,
2023-02-09 09:30:18,-,-,Informational,100050,Brake program 60,,,Technical Standby,,
2023-02-09 09:31:15,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2023-02-09 09:31:20,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-09 09:31:23,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-09 09:33:13,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-09 09:33:23,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-09 09:33:53,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-09 09:35:11,2023-02-09 09:35:58,00:00:47,Stop,20,Manual stop - on site,Tower displacement testing,Manual stop (service)  (9),Scheduled Maintenance,06 (Int) Preventative Maintenance,
2023-02-09 09:35:11,-,-,Informational,100050,Brake program 60,,,Technical Standby,,
2023-02-09 09:35:58,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2023-02-09 09:36:03,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-09 09:36:03,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-09 09:38:00,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-09 09:38:11,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-09 09:38:41,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-09 09:40:15,2023-02-09 09:41:12,00:00:57,Stop,20,Manual stop - on site,Tower displacement testing,Manual stop (service)  (9),Scheduled Maintenance,06 (Int) Preventative Maintenance,
2023-02-09 09:40:15,-,-,Informational,100050,Brake program 60,,,Technical Standby,,
2023-02-09 09:41:12,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2023-02-09 09:41:17,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-09 09:41:19,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-09 09:43:14,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-09 09:43:25,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-09 09:43:55,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-10 02:34:53,2023-02-10 02:35:41,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-10 02:34:53,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-10 02:35:41,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-10 02:43:05,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-10 02:44:04,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-10 02:44:15,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-10 02:44:45,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-10 02:56:47,2023-02-10 02:57:34,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-10 02:56:47,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-10 02:57:34,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-10 03:01:35,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-10 03:02:33,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-10 03:02:44,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-10 03:03:14,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-11 06:46:17,2023-02-11 06:48:35,00:02:18,Stop,710,Battery test,,Operating states  (28),Technical Standby,13 (Int) Operating States,
2023-02-11 06:46:17,-,-,Informational,100030,Brake program 180,,,Technical Standby,,
2023-02-11 06:48:35,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2023-02-11 06:48:40,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-11 06:50:44,-,-,Informational,100140,System test 1,,,Technical Standby,,
2023-02-11 06:50:49,-,-,Informational,100150,System test 2,,,Technical Standby,,
2023-02-11 06:51:04,-,-,Informational,100160,System test 3,,,Technical Standby,,
2023-02-11 06:51:19,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-11 06:53:14,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-11 06:53:25,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-11 06:53:55,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-11 08:24:49,2023-02-11 08:25:37,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-11 08:24:49,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-11 08:25:37,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-11 08:42:45,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-11 08:44:11,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-11 08:44:22,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-11 08:44:52,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-11 19:22:50,2023-02-11 19:23:38,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-11 19:22:50,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-11 19:23:38,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-11 20:01:34,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-11 20:02:58,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-11 20:03:09,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-11 20:03:39,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-11 20:13:51,2023-02-11 20:14:39,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-11 20:13:51,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-11 20:14:39,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-11 20:35:12,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-11 20:36:32,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-11 20:36:43,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-11 20:37:13,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-12 11:15:21,2023-02-12 11:16:09,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-12 11:15:21,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-12 11:16:09,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-12 11:49:49,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-12 11:51:31,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-12 11:51:42,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-12 11:52:12,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-13 02:34:56,2023-02-13 02:35:43,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-13 02:34:56,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-13 02:35:43,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-13 04:02:45,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-13 04:04:38,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-13 04:04:49,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-13 04:05:19,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-13 05:06:09,2023-02-13 05:06:57,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-13 05:06:09,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-13 05:06:57,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-13 05:23:28,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-13 05:25:00,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-13 05:25:10,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-13 05:25:40,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-13 05:31:31,2023-02-13 05:32:18,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-13 05:31:31,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-13 05:32:18,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-13 06:20:28,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-13 06:21:50,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-13 06:22:01,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-13 06:22:31,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-13 11:47:40,2023-02-13 11:48:28,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-13 11:47:40,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-13 11:48:28,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-13 12:55:13,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-13 12:56:57,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-13 12:57:08,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-13 12:57:38,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-13 13:52:20,2023-02-13 13:53:08,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-13 13:52:20,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-13 13:53:08,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-13 17:08:18,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-13 17:09:59,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-13 17:10:10,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-13 17:10:40,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-14 03:15:46,2023-02-14 03:16:34,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-14 03:15:46,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-14 03:16:34,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-14 03:28:37,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-14 03:29:48,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-14 03:29:59,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-14 03:30:29,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-14 05:28:10,2023-02-14 05:28:58,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-14 05:28:10,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-14 05:28:58,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-14 05:32:52,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-14 05:34:11,-,-,Informational,100190,Mains connection,,,Full Performance,,
2023-02-14 05:34:21,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2023-02-14 05:34:51,-,-,Informational,100210,Mains operation,,,Full Performance,,
2023-02-14 07:46:35,2023-02-14 07:47:23,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2023-02-14 07:46:35,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2023-02-14 07:47:23,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2023-02-14 07:53:05,-,-,Informational,100180,Run-up,,,Technical Standby,,
2023-02-14 07:54:20,-,-,Informational,100190,Mains connection,,,Full Performance,,
